no,cnName,enName,baituTier,enTier,chenTier,jpName,comment_jpwiki_cn,effect,baituDesc,enDesc,chenDesc
D106,威士忌蒸馏师,Whisky Distiller,T3,,,ウイスキー蒸留器,只要有这个和小麦补助，就能保障食料。想不拿窯，而是把原本为了拿窯所要花的手数用来做别的行动。可以在收获的田地阶段后这个时机进行支付小麦的动作，并且在4R结束时的收获里支付小麦的话，6R就会有饭甩出来。这是使用这张卡时的超重要技巧。,"At any time, you can pay 1 grain. If you do, add 2 to the current round and place 4 food on the corresponding round space. At the start of that round, you get the food.",,,
D109,播种大师,Sowing Master,T4,,,種まき指導者,通过“谷物活用”和“耕作”发动。播种4次得8饭。作为前期打出的话效果稍微有点不够。,"When you play this card, you immediately get 1 wood. Each time after you use an action space with the ""Sow"" action, you get 2 food.",,,
D110,渔农,Fish Farmer,T3,,,養魚家,如果能顺利启动就很强力，但对他人的依赖也很大，有点难。要是在森林里能多次拿到3木2饭就非常优秀。芦原・粘土杭分别必须刚好是1 / 2饭时才会发动。,"Each time there is 1/2/3+ food on the ""Fishing"" accumulation space, you get an additional 2 food on the ""Reed Bank""/ ""Clay Pit""/ ""Grove"" accumulation spaces.",,,
D112,年幼的农夫,Young Farmer,T1,,,若い農夫,小麦和播种成套附带很优秀。和耕地补助或烤面包补助成套运用吧。因为会按“获得小麦→进步→播种”的顺序发动，所以就算拿窑，也能把得到的小麦拿去烤。,"Each time you use the ""Major Improvement"" action space, you also get 1 grain and, afterward, you can take a ""Sow"" action.",,,
D113,食品商人,Food Merchant,T3,,,食料商人,虽然会成为拿取蔬菜的手牌压缩，但小麦田或吃饭消耗等难点也很多，如果有利用小麦田的手段，或者有人参博物馆级别的蔬菜利用方法，就能成为选项。,"For each grain you harvest from a field, you can buy 1 vegetable for 3 food. If you harvest the last grain from a field, the vegetable costs you only 2 food.",,,
D116,树木巡查员,Tree Inspector,T4,,,樹木検査人,虽然不稳定，但只要运气好就是相当不错的木材辅助。有了森林保护者的话，每回合就只有自己能一直走下去。,"This card is a ""1 Wood"" accumulation space for you only. Each time the newly revealed action space card is a ""Quarry"" accumulation space, you must discard all wood from this card.",,,
D123,翻修筹划师,Renovation Preparer,T3,,,改築準備,如果做到5栋的话总共能拿到6资材，所以还算不错，但时间延迟很大。像砖增筑Combo之类，在大量增筑的情况下才能发挥真正价值。,"For each new wood/clay room you build, you get 2 clay/2 stone.",,,
D124,密使,Emissary,T3,,,使者,成本较重，但能产出相当数量的石头。Draft里如果看见了，就要记在心里，避免被其他玩家打出来后，自己在改筑时翻车。,"At any time, you can place a good from your supply on this card to get 1 stone. You must place different goods on this card. (Food is also considered a good.)",,,
D125,森林交易员,Forest Trader,T3,,,森林交易人,前期能买到芦苇很强，但食料往往会变得紧张，所以要注意。中盘等饭基盘稳定下来后再用也同样很强力。,"Each time you use a wood or clay accumulation space, you can also buy exactly 1 building resource. Wood, clay, and reed cost 1 food each; stone costs 2 food.",,,
D126,耕田者,Field Cultivator,T3,,,畑の耕作者,收获7个的话合计是木砖芦×2和石头1。从序盘开始做小麦田的话，这个效果还不错。,"Pile 1 wood, 1 clay, 1 reed, 1 stone, 1 reed, 1 clay, and 1 wood on this card. Each time you harvest a field tile, you can also take the top good from the pile.",,,
D127,努力工作者,Hardworking Man,T4,,,稼ぎ頭,并不是在使用行动空间，所以日雇组合、教师讲桌、森林劳役者等不会发动。,"This card is an action space for you only. If each other player has more rooms than you, it provides the ""Day Laborer"", ""Building Rooms"", and ""Major Improvement"" actions (all three).",,,
D129,木艺大师,Lumber Virtuoso,T3,,,材木の名手,在第1阶段、第2阶段分别收集5木2芦的话，就能在收获阶段进行建造，因此相当于减轻了1手的消耗。行动会稍微受到限制，但效果还算不错。中盘以后还能建厩的效果也令人开心。,"Each harvest in which you have at least 5 wood in your supply, you can discard down to 5 wood to take a ""Build Stables"" or ""Build Wood Rooms"" action by paying the usual costs.",,,
D130,休闲木匠,Recreational Carpenter,T1,,,日曜大工,也可以进行多户扩建，而且在石头较轻的局面下，后期通过石屋扩建也能瞄准奖励分。,"At the end of each work phase in which you did not use the ""Meeting Place"" action space, you can take a ""Build Rooms"" action without placing a person.",,,
D131,手工艺推广人,Craftsmanship Promoter,T3,,,職人技奨励者,和商人或按订单生产的工匠成套搭配使用吧。,"When you play this card, you immediately get 1 stone. You can build any of the major improvements in the bottom row of the supply board even when taking a ""Minor Improvement"" action.",,,
D133,啤酒棚老板,Beer Tent Operator,T3,,,ビール露店経営者,转换效率还算可以。如果木材和小麦都能大量产出的话，也可以作为选项。,"In the feeding phase of each harvest, you can use this card to turn 1 wood plus 1 grain into 1 bonus point and 2 food.",,,
D134,吃牡蛎的人,Oyster Eater,T3,,,牡蠣食べ,即使没有渔连段，发动4次左右也有不错的效果。有渔连段的话就不用说有多强了。基本上渔业并不会被那么优先地放进去，因此被跳过回合的缺点也没有那么大。即使自己已经完成家人的放置，也能得到1分。,"Each time the ""Fishing"" accumulation space is used, you get 1 bonus point and must skip placing your next person that round. (You can place the person on a later turn.)",,,
D135,园林主管官员,Gardening Head Official,T2,,,園芸事務長,因为参照的是最后一次收获后的田地，所以基本上不在14R播种就无法获得奖励。栽培饲料作物的人可以在收获后播种，因此相性很好。,"If there are still 3/6/9 complete rounds left to play, you immediately get 2/3/4 wood. During scoring, each player with the most vegetables in their fields gets 2 bonus points.",,,
D136,动物权益保护者,Animal Activist,T2,,,家畜活動家,与厩舍相关卡牌成套运用吧。,"If there are still 3/6/9 complete rounds left to play, you immediately get 2/3/4 wood. During scoring, each player with the most fenced stables gets 2 bonus points.",,,
D137,贸易导师,Trade Teacher,T0,,,交易教師,只要有厨房就能做任何事。不想总是只吃家畜，也想尽早建立繁殖体制来稳定食料。打出时效果也会发动。和雕刻学科相性很好。小麦为0、在已打出烤面包棒的状态下起动也烤不了小麦（先烤面包）,"Each time after you use a ""Lesson"" action space, you can buy up to 2 different goods: grain, stone, sheep, and wild boar for 1 food each; cattle and vegetable for 2 food each.",,,
D139,会长,Chairman,T3,,,議長,大概能拿到10饭左右。虽说如此，因为场上整体的饭会变少，所以也不能算是特别协力。,"Each time another player uses the ""Meeting Place"" action space, both they and you get 1 food (before taking the actions). If you use it, you get 1 food.",,,
D140,高谈阔论者,Loudmouth,T3,,,大口叩き,大体就是搬运工的弱化版。即使出了像森林保护者那样能把资源返回到版图上的卡，得到的也只是食料，所以并没有那么强力。,"Each time you take at least 4 building resources or 4 animals from an accumulation space, you also get 1 food.",,,
D142,土豆种植者,Potato Planter,T3,,,じゃがいも植え,在砖1或2，或者芦苇1的状态下，再去占另一个格子吧。既然要出，那就想至少发动2次。,"At the end of each work phase in which you occupy the ""Clay Pit"" or ""Reed Bank"" accumulation space while the respective other is unoccupied, you get 1 vegetable.",,,
D143,砍树工,Tree Cutter,T2,,,木材裁断師,渔小剧场大多是在砖条件下发动吗。用想活用砖的手牌进入4砖或3砖、4饭等，可以一点点地收集栅材。也可以用家畜发动,"Each time you use an accumulation space providing at least 3 goods of the same type except wood, you get an additional 1 wood. (Food is also considered a good.)",,,
D145,屋顶质检员,Roof Examiner,T3,,,屋根点検者,如果芦苇很紧缺的话，中盘的2芦苇就相当珍贵。要是拿了篮编的话，后盘也能成为得分来源。,"When you play this card, if you have 1/2/3/4 major improvements, you immediately get 2/3/4/5 reed.",,,
D147,陷阱修建工,Trap Builder,T2,,,罠づくり,如果有厨房就能变成7饭。跑两趟的话还能做到8饭+也可以顺便瞄准繁殖，因此即使单独使用也不是不差的效果。,"Each time you use the ""Day Laborer"" action space, place 1 food, 1 food, and 1 wild boar on the next 3 round spaces, respectively. At the start of these rounds, you get the good.",,,
D149,临时员工,Casual Worker,T2,,,臨時労働者,建造马厩的效果很优秀。由于2处采石场合计会掉落11~14石头，因此也完全可以瞄准启动4次以上。自己去也不会触发，所以想要石头的话就优先去资源市场吧。,"Each time another player uses a ""Quarry"" accumulation space, you can choose to get 1 food or build a stable without paying wood.",,,
D150,虔诚的配偶,Godly Spouse,T3,,,信仰深い配偶者,编辑中,"Each time you take a ""Family Growth"" action with the second person you place in a round, return the first person you placed home.",,,
